Name,StageName,Amount,CloseDate,LeadSource,Description,AccountId,id,Offering_Type__c,Sales_Motion__c,Cross_Sell_From__c,Contract_Model__c,Expected_ARR__c,Implementation_Months__c,Data_Volume_Tier__c,Usage_Pricing_Model__c
Morph Vertical Vortals - Services Proposal Value,Value Proposition,287043,2026-03-28,Partner Referral,Outcome-focused proposal for services engagement.,46,379,Services New Logo,Inbound,None,Project-based,74732.43,12,High,None
Mesh Impactful Convergence - Services Proposal Value,Value Proposition,555651,2026-04-05,Phone Inquiry,Outcome-focused proposal for services engagement.,64,380,Services New Logo,Outbound,None,Retainer,233238.40,9,High,None
Engage Strategic Niches - Services Proposal Value,Value Proposition,639760,2026-03-29,Web,Outcome-focused proposal for services engagement.,42,381,Services New Logo,Inbound,None,Retainer,185386.64,3,High,None
Enable Granular Communities - Services Proposal Value,Value Proposition,742228,2026-04-03,Partner Referral,Outcome-focused proposal for services engagement.,41,382,Services New Logo,Outbound,None,Retainer,254643.41,5,Very High,None
Embrace Best-Of-Breed Deliverables - Services Proposal Value,Value Proposition,551476,2026-04-08,Phone Inquiry,Outcome-focused proposal for services engagement.,43,383,Services New Logo,Inbound,None,Project-based,254542.06,8,High,None
Benchmark Leading-Edge Communities - Services Proposal Value,Value Proposition,688781,2026-03-22,Partner Referral,Outcome-focused proposal for services engagement.,65,384,Services New Logo,Partner-led,None,Project-based,139937.52,12,High,None
Revolutionize Sticky Interfaces - Services Proposal Value,Value Proposition,342755,2026-03-24,Web,Outcome-focused proposal for services engagement.,39,385,Services New Logo,Outbound,None,Retainer,150503.42,8,High,None
Extend Dynamic Channels - Services Proposal Value,Value Proposition,496625,2026-05-25,Partner Referral,Outcome-focused proposal for services engagement.,50,386,Services New Logo,Partner-led,None,Time & Materials,103907.13,8,High,None
Generate Clicks-And-Mortar Infrastructures - Services Proposal Value,Value Proposition,499501,2026-06-29,Phone Inquiry,Outcome-focused proposal for services engagement.,55,387,Services New Logo,Partner-led,None,Project-based,197988.46,5,High,None
Enable Seamless Channels - Services Proposal Value,Value Proposition,672831,2026-05-29,Phone Inquiry,Outcome-focused proposal for services engagement.,57,388,Services New Logo,Outbound,None,Time & Materials,148310.06,8,High,None
Cultivate Visionary Architectures - Services Proposal Value,Value Proposition,573786,2026-05-05,Web,Outcome-focused proposal for services engagement.,53,389,Services New Logo,Inbound,None,Project-based,258848.32,7,High,None
Facilitate Wireless Supply-Chains - Services Proposal Value,Value Proposition,725359,2026-06-04,Phone Inquiry,Outcome-focused proposal for services engagement.,55,390,Services New Logo,Partner-led,None,Retainer,308319.78,7,Very High,None
Visualize B2B Synergies - Services Proposal Value,Value Proposition,235057,2026-05-18,Phone Inquiry,Outcome-focused proposal for services engagement.,60,391,Services New Logo,Outbound,None,Retainer,54419.63,4,Medium,None
Seize B2B Supply-Chains - Services Proposal Value,Value Proposition,847886,2026-04-08,Phone Inquiry,Outcome-focused proposal for services engagement.,48,392,Services New Logo,Outbound,None,Retainer,188180.68,3,Very High,None
Optimize Viral Paradigms - Services Price Quote,Proposal/Price Quote,295430,2026-04-03,Phone Inquiry,Finalized quote for services implementation phases.,38,393,Services New Logo,Partner-led,None,Time & Materials,117501.36,12,High,None
Deploy Clicks-And-Mortar Vortals - Services Price Quote,Proposal/Price Quote,968395,2026-05-19,Partner Referral,Finalized quote for services implementation phases.,59,394,Services New Logo,Inbound,None,Project-based,468059.82,12,Very High,None
Matrix User-Centric Communities - Services Price Quote,Proposal/Price Quote,1007419,2026-05-18,Partner Referral,Finalized quote for services implementation phases.,49,395,Services New Logo,Inbound,None,Retainer,470367.81,6,Very High,None
Exploit Granular Platforms - Services Price Quote,Proposal/Price Quote,971227,2026-05-16,Partner Referral,Finalized quote for services implementation phases.,38,396,Services New Logo,Partner-led,None,Project-based,356788.64,5,Very High,None
Maximize B2B Content - Services Price Quote,Proposal/Price Quote,593609,2026-05-23,Other,Finalized quote for services implementation phases.,57,397,Services New Logo,Inbound,None,Project-based,206283.34,8,High,None
Productize Transparent Supply-Chains - Services Price Quote,Proposal/Price Quote,1043130,2026-04-10,Other,Finalized quote for services implementation phases.,60,398,Services New Logo,Outbound,None,Time & Materials,386892.90,9,Very High,None
Whiteboard End-To-End Portals - Services Price Quote,Proposal/Price Quote,512218,2026-05-15,Other,Finalized quote for services implementation phases.,58,399,Services New Logo,Outbound,None,Project-based,165662.20,5,High,None
Re-Intermediate 24/7 Architectures - Services Price Quote,Proposal/Price Quote,160135,2026-04-06,Other,Finalized quote for services implementation phases.,44,400,Services New Logo,Partner-led,None,Time & Materials,67156.59,11,Medium,None
Disintermediate B2C Vortals - Services Price Quote,Proposal/Price Quote,912726,2026-05-17,Phone Inquiry,Finalized quote for services implementation phases.,61,401,Services New Logo,Partner-led,None,Time & Materials,444736.05,4,Very High,None
E-Enable Holistic Info-Mediaries - Services Price Quote,Proposal/Price Quote,466251,2026-05-20,Partner Referral,Finalized quote for services implementation phases.,47,402,Services New Logo,Partner-led,None,Time & Materials,95835.45,8,High,None
Benchmark Dynamic Channels - Services Price Quote,Proposal/Price Quote,136681,2026-04-30,Partner Referral,Finalized quote for services implementation phases.,44,403,Services New Logo,Outbound,None,Project-based,63900.07,4,Medium,None
Mesh Seamless E-Commerce - Services Price Quote,Proposal/Price Quote,866680,2026-04-10,Other,Finalized quote for services implementation phases.,66,404,Services New Logo,Partner-led,None,Time & Materials,431490.31,8,Very High,None
Incentivize Intuitive Models - Services Price Quote,Proposal/Price Quote,1096229,2026-05-10,Partner Referral,Finalized quote for services implementation phases.,54,405,Services New Logo,Outbound,None,Retainer,249246.76,9,Very High,None
Architect Granular Technologies - Services Price Quote,Proposal/Price Quote,720954,2026-04-18,Partner Referral,Finalized quote for services implementation phases.,65,406,Services New Logo,Outbound,None,Project-based,207757.91,4,Very High,None
Deliver Collaborative Niches - Services Price Quote,Proposal/Price Quote,1051216,2026-05-07,Other,Finalized quote for services implementation phases.,61,407,Services New Logo,Inbound,None,Project-based,228915.10,10,Very High,None
Embrace Robust Mindshare - Services Price Quote,Proposal/Price Quote,514772,2026-04-08,Partner Referral,Finalized quote for services implementation phases.,47,408,Services New Logo,Inbound,None,Time & Materials,250502.40,11,High,None
Whiteboard Dot-Com Applications - Services Negotiation,Negotiation/Review,694688,2026-04-23,Phone Inquiry,Commercial/legal review of APAC services contracts.,44,409,Services New Logo,Inbound,None,Retainer,327179.47,10,High,None
Productize Web-Enabled Action-Items - Services Negotiation,Negotiation/Review,786286,2026-05-18,Phone Inquiry,Commercial/legal review of APAC services contracts.,60,410,Services New Logo,Inbound,None,Project-based,251333.00,10,Very High,None
Transition Out-Of-The-Box E-Commerce - Services Negotiation,Negotiation/Review,710291,2026-04-24,Other,Commercial/legal review of APAC services contracts.,54,411,Services New Logo,Partner-led,None,Time & Materials,240543.05,10,Very High,None
E-Enable Integrated Bandwidth - Services Negotiation,Negotiation/Review,738305,2026-04-08,Phone Inquiry,Commercial/legal review of APAC services contracts.,52,412,Services New Logo,Inbound,None,Project-based,365326.32,8,Very High,None
Syndicate B2B Supply-Chains - Services Negotiation,Negotiation/Review,693721,2026-04-17,Other,Commercial/legal review of APAC services contracts.,50,413,Services New Logo,Outbound,None,Project-based,319322.92,9,High,None
Synergize Viral Niches - Services Negotiation,Negotiation/Review,680693,2026-05-12,Partner Referral,Commercial/legal review of APAC services contracts.,43,414,Services New Logo,Inbound,None,Time & Materials,157342.88,5,High,None
Deploy Real-Time Partnerships - Services Negotiation,Negotiation/Review,173100,2026-04-25,Phone Inquiry,Commercial/legal review of APAC services contracts.,56,415,Services New Logo,Partner-led,None,Retainer,35453.82,9,Medium,None
Reinvent Compelling Interfaces - Services Negotiation,Negotiation/Review,167156,2026-05-14,Partner Referral,Commercial/legal review of APAC services contracts.,58,416,Services New Logo,Partner-led,None,Project-based,46737.80,3,Medium,None
Engineer E-Business Relationships - Services Negotiation,Negotiation/Review,1094823,2026-05-05,Partner Referral,Commercial/legal review of APAC services contracts.,55,417,Services New Logo,Partner-led,None,Time & Materials,285308.61,7,Very High,None
Repurpose Dynamic Niches - Services Negotiation,Negotiation/Review,987288,2026-04-13,Phone Inquiry,Commercial/legal review of APAC services contracts.,39,418,Services New Logo,Inbound,None,Time & Materials,324792.09,9,Very High,None
Envisioneer Magnetic Eyeballs - Services Negotiation,Negotiation/Review,1057887,2026-05-16,Phone Inquiry,Commercial/legal review of APAC services contracts.,49,419,Services New Logo,Inbound,None,Time & Materials,463750.61,11,Very High,None
Redefine Compelling Functionalities - Services Negotiation,Negotiation/Review,1210120,2026-04-08,Partner Referral,Commercial/legal review of APAC services contracts.,50,420,Services New Logo,Partner-led,None,Project-based,436075.69,12,Very High,None
Expedite Holistic E-Services - Services Closed Won,Closed Won,1398703,2025-01-07,Phone Inquiry,Won services projects driving reference and upsell.,46,421,Services New Logo,Outbound,None,Time & Materials,292414.24,10,Very High,None
Whiteboard Clicks-And-Mortar E-Tailers - Services Closed Won,Closed Won,926168,2025-02-18,Partner Referral,Won services projects driving reference and upsell.,44,422,Services New Logo,Inbound,None,Time & Materials,209804.86,8,Very High,None
Exploit Next-Generation Channels - Services Closed Won,Closed Won,1312726,2026-02-02,Partner Referral,Won services projects driving reference and upsell.,54,423,Services New Logo,Outbound,None,Retainer,267947.46,4,Very High,None
Strategize Customized Content - Services Closed Won,Closed Won,294737,2024-10-03,Partner Referral,Won services projects driving reference and upsell.,60,424,Services New Logo,Outbound,None,Retainer,83588.65,6,High,None
Enable Dot-Com Infrastructures - Services Closed Won,Closed Won,513496,2024-08-12,Phone Inquiry,Won services projects driving reference and upsell.,51,425,Services New Logo,Outbound,None,Project-based,183883.36,4,High,None
E-Enable Enterprise Synergies - Services Closed Won,Closed Won,399658,2025-03-25,Phone Inquiry,Won services projects driving reference and upsell.,63,426,Services New Logo,Partner-led,None,Time & Materials,173910.47,3,High,None
Extend Web-Enabled E-Markets - Services Closed Won,Closed Won,1283738,2024-07-15,Other,Won services projects driving reference and upsell.,65,427,Services New Logo,Outbound,None,Retainer,601864.79,9,Very High,None
E-Enable Front-End Interfaces - Services Closed Won,Closed Won,493231,2026-01-21,Partner Referral,Won services projects driving reference and upsell.,38,428,Services New Logo,Outbound,None,Project-based,167546.63,11,High,None
Engineer Out-Of-The-Box Bandwidth - Services Closed Won,Closed Won,808195,2026-02-10,Other,Won services projects driving reference and upsell.,53,429,Services New Logo,Inbound,None,Time & Materials,346981.38,7,Very High,None
Syndicate Visionary Technologies - Services Closed Won,Closed Won,416489,2024-09-12,Partner Referral,Won services projects driving reference and upsell.,66,430,Services New Logo,Inbound,None,Retainer,206625.26,12,High,None
Architect Value-Added Methodologies - Services Closed Won,Closed Won,1189077,2025-07-21,Phone Inquiry,Won services projects driving reference and upsell.,58,431,Services New Logo,Outbound,None,Project-based,494922.38,9,Very High,None
Optimize Frictionless Action-Items - Services Closed Won,Closed Won,1194998,2025-04-05,Other,Won services projects driving reference and upsell.,62,432,Services New Logo,Outbound,None,Project-based,299678.53,6,Very High,None
Orchestrate Sticky Portals - Services Closed Won,Closed Won,1070896,2026-02-09,Phone Inquiry,Won services projects driving reference and upsell.,62,433,Services New Logo,Partner-led,None,Time & Materials,320940.77,6,Very High,None
Facilitate Real-Time Info-Mediaries - Services Closed Won,Closed Won,322706,2025-05-25,Partner Referral,Won services projects driving reference and upsell.,43,434,Services New Logo,Partner-led,None,Retainer,88793.38,3,High,None
Innovate Frictionless Architectures - Services Closed Won,Closed Won,1138035,2025-05-29,Other,Won services projects driving reference and upsell.,47,435,Services New Logo,Inbound,None,Retainer,258820.67,12,Very High,None
Engage Cross-Media Synergies - Services Closed Won,Closed Won,336542,2024-08-31,Partner Referral,Won services projects driving reference and upsell.,46,436,Services New Logo,Partner-led,None,Retainer,93005.30,11,High,None
Synergize Leading-Edge E-Services - Services Closed Won,Closed Won,269842,2025-02-05,Phone Inquiry,Won services projects driving reference and upsell.,60,437,Services New Logo,Partner-led,None,Time & Materials,90462.37,4,High,None
Mesh Robust Functionalities - Services Closed Won,Closed Won,464401,2024-05-21,Partner Referral,Won services projects driving reference and upsell.,39,438,Services New Logo,Partner-led,None,Retainer,176454.16,7,High,None
Mesh Viral Platforms - Services Closed Won,Closed Won,1244464,2025-10-02,Other,Won services projects driving reference and upsell.,48,439,Services New Logo,Inbound,None,Retainer,364893.71,5,Very High,None
Streamline Bleeding-Edge Solutions - Services Closed Won,Closed Won,1308069,2025-07-20,Phone Inquiry,Won services projects driving reference and upsell.,66,440,Services New Logo,Partner-led,None,Project-based,407709.08,10,Very High,None
Matrix Next-Generation Communities - Services Closed Lost,Closed Lost,168049,2025-04-26,Partner Referral,Lost services bids (budget/scope/timing constraints).,39,441,Services New Logo,Outbound,None,Time & Materials,33887.77,7,Medium,None
Target Synergistic Markets - Services Closed Lost,Closed Lost,310085,2025-08-30,Partner Referral,Lost services bids (budget/scope/timing constraints).,62,442,Services New Logo,Partner-led,None,Retainer,104118.18,10,High,None
Strategize Bricks-And-Clicks Applications - Services Closed Lost,Closed Lost,169186,2025-01-16,Partner Referral,Lost services bids (budget/scope/timing constraints).,61,443,Services New Logo,Partner-led,None,Project-based,62359.97,5,Medium,None
Seize Back-End Models - Services Closed Lost,Closed Lost,304618,2025-04-28,Partner Referral,Lost services bids (budget/scope/timing constraints).,45,444,Services New Logo,Inbound,None,Retainer,129796.52,10,High,None
Orchestrate Front-End Synergies - Services Closed Lost,Closed Lost,720989,2026-03-07,Other,Lost services bids (budget/scope/timing constraints).,56,445,Services New Logo,Partner-led,None,Time & Materials,281802.27,5,Very High,None
Deliver Best-Of-Breed Synergies - Services Closed Lost,Closed Lost,413673,2024-08-31,Partner Referral,Lost services bids (budget/scope/timing constraints).,48,446,Services New Logo,Inbound,None,Retainer,199137.96,4,High,None
Productize Dynamic Users - Services Closed Lost,Closed Lost,791159,2025-11-05,Partner Referral,Lost services bids (budget/scope/timing constraints).,60,447,Services New Logo,Outbound,None,Retainer,241239.05,9,Very High,None
Benchmark Bricks-And-Clicks Metrics - Services Closed Lost,Closed Lost,95414,2025-06-19,Phone Inquiry,Lost services bids (budget/scope/timing constraints).,60,448,Services New Logo,Inbound,None,Retainer,27106.12,6,Medium,None
Scale Value-Added E-Tailers - Services Closed Lost,Closed Lost,757618,2025-06-01,Partner Referral,Lost services bids (budget/scope/timing constraints).,46,449,Services New Logo,Outbound,None,Time & Materials,231828.12,9,Very High,None
Transform Bricks-And-Clicks E-Business - Services Closed Lost,Closed Lost,768017,2024-12-17,Partner Referral,Lost services bids (budget/scope/timing constraints).,66,450,Services New Logo,Outbound,None,Retainer,286135.31,5,Very High,None
Iterate Out-Of-The-Box Content - Subsidiary Services Expansion,Value Proposition,147138,2025-07-27,Other,Services sold to subsidiary after parent adopted SaaS.,125,451,Cross-sell Services,Expansion,SaaS,Time & Materials,54522.28,12,Medium,None
Disintermediate Next-Generation E-Markets - Subsidiary Services Expansion,Proposal/Price Quote,421185,2025-09-13,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,146,452,Cross-sell Services,Expansion,SaaS,Time & Materials,125513.02,12,High,None
Strategize Ubiquitous Technologies - Subsidiary Services Expansion,Closed Lost,421317,2025-07-31,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,141,453,Cross-sell Services,Expansion,SaaS,Project-based,143830.52,5,High,None
Unleash Transparent Interfaces - Subsidiary Services Expansion,Closed Lost,362008,2026-05-25,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,144,454,Cross-sell Services,Expansion,SaaS,Retainer,186386.93,10,High,None
Visualize Robust Architectures - Subsidiary Services Expansion,Negotiation/Review,785131,2025-07-16,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,139,455,Cross-sell Services,Expansion,SaaS,Retainer,202842.32,7,Very High,None
Redefine Value-Added Channels - Subsidiary Services Expansion,Closed Won,180967,2025-01-25,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,138,456,Cross-sell Services,Expansion,SaaS,Retainer,84446.43,11,Medium,None
Iterate Robust Functionalities - Subsidiary Services Expansion,Closed Won,600896,2025-12-28,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,135,457,Cross-sell Services,Expansion,SaaS,Project-based,210450.42,7,High,None
Matrix Global Content - Subsidiary Services Expansion,Qualification,729467,2024-04-26,Other,Services sold to subsidiary after parent adopted SaaS.,147,458,Cross-sell Services,Expansion,SaaS,Retainer,222733.83,9,Very High,None
Syndicate Seamless Niches - Subsidiary Services Expansion,Prospecting,108284,2024-05-11,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,141,459,Cross-sell Services,Expansion,SaaS,Retainer,41953.14,5,Medium,None
Transition One-To-One Portals - Subsidiary Services Expansion,Prospecting,813378,2024-07-11,Web,Services sold to subsidiary after parent adopted SaaS.,127,460,Cross-sell Services,Expansion,SaaS,Retainer,227582.73,5,Very High,None
Enhance Open-Source Architectures - Subsidiary Services Expansion,Prospecting,184412,2026-05-02,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,141,461,Cross-sell Services,Expansion,SaaS,Retainer,85688.89,5,Medium,None
Architect Distributed Supply-Chains - Subsidiary Services Expansion,Closed Lost,296672,2025-12-31,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,128,462,Cross-sell Services,Expansion,SaaS,Time & Materials,158872.58,10,High,None
Whiteboard Visionary Info-Mediaries - Subsidiary Services Expansion,Closed Lost,676472,2026-02-13,Other,Services sold to subsidiary after parent adopted SaaS.,128,463,Cross-sell Services,Expansion,SaaS,Time & Materials,282621.87,4,High,None
Transition Collaborative Supply-Chains - Subsidiary Services Expansion,Value Proposition,501716,2025-03-20,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,134,464,Cross-sell Services,Expansion,SaaS,Retainer,198431.30,4,High,None
Synergize Transparent Schemas - Subsidiary Services Expansion,Needs Analysis,184530,2025-04-07,Web,Services sold to subsidiary after parent adopted SaaS.,125,465,Cross-sell Services,Expansion,SaaS,Project-based,61885.08,10,Medium,None
Grow Bricks-And-Clicks Architectures - Subsidiary Services Expansion,Prospecting,164283,2024-07-24,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,144,466,Cross-sell Services,Expansion,SaaS,Time & Materials,83854.75,10,Medium,None
Engineer Intuitive Initiatives - Subsidiary Services Expansion,Closed Lost,377638,2025-02-11,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,129,467,Cross-sell Services,Expansion,SaaS,Time & Materials,148900.46,5,High,None
Architect Synergistic E-Services - Subsidiary Services Expansion,Proposal/Price Quote,694474,2024-10-12,Other,Services sold to subsidiary after parent adopted SaaS.,130,468,Cross-sell Services,Expansion,SaaS,Time & Materials,184325.51,8,High,None
Repurpose Holistic Communities - Subsidiary Services Expansion,Negotiation/Review,112838,2025-10-03,Web,Services sold to subsidiary after parent adopted SaaS.,145,469,Cross-sell Services,Expansion,SaaS,Retainer,36583.76,7,Medium,None
Re-Intermediate Cross-Media Eyeballs - Subsidiary Services Expansion,Needs Analysis,164860,2025-05-06,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,141,470,Cross-sell Services,Expansion,SaaS,Project-based,41809.62,11,Medium,None
Extend E-Business Experiences - Subsidiary Services Expansion,Qualification,409172,2024-07-04,Other,Services sold to subsidiary after parent adopted SaaS.,145,471,Cross-sell Services,Expansion,SaaS,Project-based,180290.41,5,High,None
Aggregate Real-Time Niches - Subsidiary Services Expansion,Proposal/Price Quote,157370,2025-09-11,Other,Services sold to subsidiary after parent adopted SaaS.,125,472,Cross-sell Services,Expansion,SaaS,Retainer,60451.49,4,Medium,None
Empower Interactive Web-Readiness - Subsidiary Services Expansion,Value Proposition,337163,2026-03-01,Web,Services sold to subsidiary after parent adopted SaaS.,146,473,Cross-sell Services,Expansion,SaaS,Time & Materials,88545.35,11,High,None
Drive One-To-One Systems - Subsidiary Services Expansion,Value Proposition,507512,2025-12-21,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,136,474,Cross-sell Services,Expansion,SaaS,Project-based,215740.84,12,High,None
Implement Vertical Methodologies - Subsidiary Services Expansion,Value Proposition,355630,2024-12-21,Web,Services sold to subsidiary after parent adopted SaaS.,132,475,Cross-sell Services,Expansion,SaaS,Retainer,111605.86,6,High,None
Revolutionize Robust E-Services - Subsidiary Services Expansion,Needs Analysis,604894,2025-09-26,Web,Services sold to subsidiary after parent adopted SaaS.,128,476,Cross-sell Services,Expansion,SaaS,Project-based,278213.78,8,High,None
Architect Visionary Paradigms - Subsidiary Services Expansion,Negotiation/Review,71765,2025-09-19,Other,Services sold to subsidiary after parent adopted SaaS.,146,477,Cross-sell Services,Expansion,SaaS,Time & Materials,23729.47,8,Low,None
Leverage Value-Added Markets - Subsidiary Services Expansion,Closed Won,596409,2026-01-15,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,132,478,Cross-sell Services,Expansion,SaaS,Retainer,262716.44,12,High,None
Morph Rich Networks - Subsidiary Services Expansion,Closed Lost,841872,2024-06-02,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,144,479,Cross-sell Services,Expansion,SaaS,Project-based,377523.96,4,Very High,None
Enable Wireless Channels - Subsidiary Services Expansion,Qualification,437638,2024-05-12,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,126,480,Cross-sell Services,Expansion,SaaS,Project-based,147576.32,7,High,None
Engineer Clicks-And-Mortar Technologies - Subsidiary Services Expansion,Closed Won,626226,2026-03-19,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,139,481,Cross-sell Services,Expansion,SaaS,Time & Materials,314845.89,12,High,None
Repurpose Front-End Solutions - Subsidiary Services Expansion,Needs Analysis,137292,2025-09-05,Web,Services sold to subsidiary after parent adopted SaaS.,147,482,Cross-sell Services,Expansion,SaaS,Project-based,48620.97,11,Medium,None
Strategize Scalable E-Tailers - Subsidiary Services Expansion,Prospecting,553076,2024-08-10,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,131,483,Cross-sell Services,Expansion,SaaS,Retainer,157250.33,4,High,None
Re-Contextualize Ubiquitous Web Services - Subsidiary Services Expansion,Closed Won,792274,2024-12-30,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,132,484,Cross-sell Services,Expansion,SaaS,Retainer,236012.33,8,Very High,None
Brand Front-End Initiatives - Subsidiary Services Expansion,Proposal/Price Quote,808362,2025-11-27,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,125,485,Cross-sell Services,Expansion,SaaS,Retainer,213525.48,5,Very High,None
Re-Intermediate Enterprise Partnerships - Subsidiary Services Expansion,Prospecting,131955,2026-04-12,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,141,486,Cross-sell Services,Expansion,SaaS,Time & Materials,41025.97,11,Medium,None
Productize Bricks-And-Clicks Users - Subsidiary Services Expansion,Prospecting,335036,2025-01-28,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,137,487,Cross-sell Services,Expansion,SaaS,Time & Materials,126878.19,8,High,None
Deploy Virtual Web-Readiness - Subsidiary Services Expansion,Negotiation/Review,682082,2025-11-11,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,143,488,Cross-sell Services,Expansion,SaaS,Project-based,316230.81,8,High,None
Syndicate Global Partnerships - Subsidiary Services Expansion,Value Proposition,625972,2024-08-18,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,138,489,Cross-sell Services,Expansion,SaaS,Time & Materials,204915.47,9,High,None
Transition Innovative Communities - Subsidiary Services Expansion,Proposal/Price Quote,188807,2024-11-02,Other,Services sold to subsidiary after parent adopted SaaS.,126,490,Cross-sell Services,Expansion,SaaS,Project-based,76644.37,4,Medium,None
Generate Compelling Technologies - Subsidiary Services Expansion,Negotiation/Review,277338,2024-11-01,Web,Services sold to subsidiary after parent adopted SaaS.,148,491,Cross-sell Services,Expansion,SaaS,Retainer,81787.37,12,High,None
Streamline Bleeding-Edge Solutions - Subsidiary Services Expansion,Negotiation/Review,358837,2024-12-13,Other,Services sold to subsidiary after parent adopted SaaS.,132,492,Cross-sell Services,Expansion,SaaS,Time & Materials,128075.21,4,High,None
Implement Cutting-Edge Web Services - Subsidiary Services Expansion,Closed Lost,125258,2026-02-20,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,137,493,Cross-sell Services,Expansion,SaaS,Retainer,41042.36,12,Medium,None
Benchmark Seamless Infrastructures - Subsidiary Services Expansion,Qualification,259038,2025-11-04,Web,Services sold to subsidiary after parent adopted SaaS.,135,494,Cross-sell Services,Expansion,SaaS,Retainer,64832.49,9,High,None
Visualize Innovative Synergies - Subsidiary Services Expansion,Closed Won,106334,2026-08-19,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,126,495,Cross-sell Services,Expansion,SaaS,Project-based,40786.44,8,Medium,None
Syndicate Frictionless Applications - Subsidiary Services Expansion,Negotiation/Review,507717,2025-09-25,Other,Services sold to subsidiary after parent adopted SaaS.,133,496,Cross-sell Services,Expansion,SaaS,Retainer,245646.85,4,High,None
Disintermediate Open-Source Supply-Chains - Subsidiary Services Expansion,Closed Lost,376756,2024-05-01,Other,Services sold to subsidiary after parent adopted SaaS.,146,497,Cross-sell Services,Expansion,SaaS,Time & Materials,145543.94,5,High,None
Deliver Dot-Com Niches - Subsidiary Services Expansion,Prospecting,184792,2024-09-02,Other,Services sold to subsidiary after parent adopted SaaS.,134,498,Cross-sell Services,Expansion,SaaS,Time & Materials,82859.09,12,Medium,None
Transform Revolutionary Channels - Subsidiary Services Expansion,Prospecting,755399,2026-02-20,Other,Services sold to subsidiary after parent adopted SaaS.,126,499,Cross-sell Services,Expansion,SaaS,Project-based,285222.16,7,Very High,None
Seize Magnetic E-Markets - Subsidiary Services Expansion,Value Proposition,323581,2024-12-06,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,126,500,Cross-sell Services,Expansion,SaaS,Retainer,164223.46,6,High,None
Monetize Dynamic Deliverables - Subsidiary Services Expansion,Closed Lost,248477,2026-03-27,Web,Services sold to subsidiary after parent adopted SaaS.,128,501,Cross-sell Services,Expansion,SaaS,Project-based,134080.99,6,Medium,None
Architect B2B Synergies - Subsidiary Services Expansion,Closed Won,197186,2024-06-05,Other,Services sold to subsidiary after parent adopted SaaS.,146,502,Cross-sell Services,Expansion,SaaS,Time & Materials,85123.54,7,Medium,None
Scale Robust Convergence - Subsidiary Services Expansion,Negotiation/Review,813038,2024-08-04,Other,Services sold to subsidiary after parent adopted SaaS.,143,503,Cross-sell Services,Expansion,SaaS,Time & Materials,417763.64,4,Very High,None
Deliver Distributed Synergies - Subsidiary Services Expansion,Closed Lost,270493,2024-06-07,Other,Services sold to subsidiary after parent adopted SaaS.,148,504,Cross-sell Services,Expansion,SaaS,Time & Materials,100545.82,9,High,None
Disintermediate Integrated Communities - Subsidiary Services Expansion,Closed Lost,211220,2025-04-10,Web,Services sold to subsidiary after parent adopted SaaS.,126,505,Cross-sell Services,Expansion,SaaS,Project-based,102760.52,4,Medium,None
Seize Viral Channels - Subsidiary Services Expansion,Closed Won,809811,2026-07-03,Web,Services sold to subsidiary after parent adopted SaaS.,141,506,Cross-sell Services,Expansion,SaaS,Retainer,407622.83,10,Very High,None
Mesh User-Centric Info-Mediaries - Subsidiary Services Expansion,Qualification,355967,2025-09-05,Other,Services sold to subsidiary after parent adopted SaaS.,140,507,Cross-sell Services,Expansion,SaaS,Project-based,139520.18,5,High,None
Empower Best-Of-Breed Portals - Subsidiary Services Expansion,Closed Won,171589,2026-07-17,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,127,508,Cross-sell Services,Expansion,SaaS,Retainer,47324.14,9,Medium,None
